sabinsid,metro,state,metname,leaid,name,regclosed
"0101640000104",20020,"AL","Dothan, AL",101640,"GENEVA CITY",0
"0101800000104",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800000404",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",1
"0101800000504",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800000604",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800000804",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800001104",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800001204",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",1
"0101800001404",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800001704",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800001804",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800001904",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",1
"0101800002104",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800002404",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800002604",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800002704",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800002804",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",1
"0101800003004",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800003104",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800003204",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",1
"0101800003404",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800003504",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800003704",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800003904",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800004004",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",0
"0101800004104",26620,"AL","Huntsville, AL",101800,"HUNTSVILLE CITY",1
"0101860000104",11500,"AL","Anniston-Oxford, AL",101860,"JACKSONVILLE CITY",0
"0101920000104",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920000404",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920000504",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920000804",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920000904",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920001204",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920001604",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920001704",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920001804",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920001904",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002004",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002104",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002204",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002504",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002604",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002804",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920002904",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920003004",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920003104",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920003504",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920003604",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920003704",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920003804",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920004004",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920004204",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920004404",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920004704",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920004904",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920005204",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0101920005504",13820,"AL","Birmingham-Hoover, AL",101920,"JEFFERSON COUNTY",0
"0102370000104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370000404",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370000504",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370000604",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370000704",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370000804",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370000904",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370001104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370001304",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370001404",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370001504",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370001804",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370001904",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370002004",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370002104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370002404",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370002504",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370002604",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370002904",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370003004",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370003104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370003204",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370003504",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370003704",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370003904",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370004104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370004304",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370004404",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370004604",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370004704",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370004804",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370005004",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370005104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370005304",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370005604",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370005704",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370005904",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370006004",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370006104",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370006204",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370006404",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102370006704",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007004",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007304",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007404",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007504",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007604",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007804",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370007904",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",0
"0102370008004",33660,"AL","Mobile, AL",102370,"MOBILE COUNTY",1
"0102550000104",13820,"AL","Birmingham-Hoover, AL",102550,"ONEONTA CITY",0
"0103000000204",22460,"AL","Florence, AL",103000,"SHEFFIELD CITY",0
"0103030000204",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030000404",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030000704",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030000904",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030001204",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030001304",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030001804",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030002104",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",1
"0103030002504",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",1
"0103030002804",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",0
"0103030003304",13820,"AL","Birmingham-Hoover, AL",103030,"SHELBY COUNTY",1
"0200180000504",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180000804",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180000904",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180001204",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180001704",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180002004",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180002304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180002604",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180002704",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003004",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003204",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003404",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003604",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003704",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180003804",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180004104",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180004204",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180004304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180004404",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180004604",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180004904",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005004",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005104",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005204",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005404",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005504",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005704",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180005904",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180006304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180006404",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180006504",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180006604",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180006804",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180006904",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180007104",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180007304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180007504",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180007604",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180007804",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180007904",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008104",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008204",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008304",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008504",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008604",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008704",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008804",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0200180008904",11260,"AK","Anchorage, AK",200180,"ANCHORAGE SCHOOL DISTRICT",0
"0400600000104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600000404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600000604",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600000904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600001004",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600001304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600001504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400600001704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",400600,"ALHAMBRA ELEMENTARY DISTRICT",0
"0400680000104",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680000604",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680000704",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001204",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001304",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001404",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001504",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001704",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001804",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680001904",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680002004",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400680002104",46060,"AZ","Tucson, AZ",400680,"AMPHITHEATER UNIFIED DISTRICT",0
"0400910000104",22380,"AZ","Flagstaff, AZ",400910,"ASH FORK JOINT UNIFIED DISTRICT",0
"0401000000104",39140,"AZ","Prescott, AZ",401000,"BAGDAD UNIFIED DISTRICT",0
"0401050000104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401050,"BALSZ ELEMENTARY DISTRICT",0
"0401050000404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401050,"BALSZ ELEMENTARY DISTRICT",0
"0401050000504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401050,"BALSZ ELEMENTARY DISTRICT",1
"0401050000604",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401050,"BALSZ ELEMENTARY DISTRICT",0
"0401600000104",39140,"AZ","Prescott, AZ",401600,"CAMP VERDE UNIFIED DISTRICT",0
"0401680000104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680000304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680000404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680000504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",1
"0401680000604",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680000904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001204",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001604",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680001804",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680002004",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680002504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401680002604",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401680,"CARTWRIGHT ELEMENTARY DISTRICT",0
"0401760000104",46060,"AZ","Tucson, AZ",401760,"CATALINA FOOTHILLS UNIFIED DISTRICT",0
"0401760000404",46060,"AZ","Tucson, AZ",401760,"CATALINA FOOTHILLS UNIFIED DISTRICT",0
"0401760000604",46060,"AZ","Tucson, AZ",401760,"CATALINA FOOTHILLS UNIFIED DISTRICT",0
"0401760000704",46060,"AZ","Tucson, AZ",401760,"CATALINA FOOTHILLS UNIFIED DISTRICT",0
"0401870000104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870000404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",1
"0401870000504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870000704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870000904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001004",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001204",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001804",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870001904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002204",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002604",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870002704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870003004",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870003204",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870003304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870003404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870003504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870003904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0401870004104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",401870,"CHANDLER UNIFIED DISTRICT",0
"0402250000104",46060,"AZ","Tucson, AZ",402250,"CONTINENTAL ELEMENTARY DISTRICT",0
"0402430000104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430000304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430000404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430000504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430000704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430000804",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430000904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430001004",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402430001104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402430,"CREIGHTON ELEMENTARY DISTRICT",0
"0402690000104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",1
"0402690000404",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690000504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690000704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690000804",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001004",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001104",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001204",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001504",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001704",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001804",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690001904",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690002204",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0402690002304",38060,"AZ","Phoenix-Mesa-Scottsdale, AZ",402690,"DYSART UNIFIED DISTRICT",0
"0403010000104",46060,"AZ","Tucson, AZ",403010,"FLOWING WELLS UNIFIED DISTRICT",0
"0403010000404",46060,"AZ","Tucson, AZ",403010,"FLOWING WELLS UNIFIED DISTRICT",0
"0403010000504",46060,"AZ","Tucson, AZ",403010,"FLOWING WELLS UNIFIED DISTRICT",0
"0403010000604",46060,"AZ","Tucson, AZ",403010,"FLOWING WELLS UNIFIED DISTRICT",0
"0403010000704",46060,"AZ","Tucson, AZ",403010,"FLOWING WELLS UNIFIED DISTRICT",0
"0403010000804",46060,"AZ","Tucson, AZ",403010,"FLOWING WELLS UNIFIED DISTRICT",0
